Discriminator ID,Birth,Death
0,0.0,0.0,480.0
1,1.0,10.0,499.0
2,2.0,30.0,498.0
3,3.0,36.0,500.0
4,4.0,250.0,750.0
5,5.0,254.0,749.0
6,6.0,500.0,999.0
7,7.0,501.0,1000.0
8,8.0,750.0,2228.0
9,9.0,757.0,1990.0
10,10.0,758.0,1250.0
11,11.0,1000.0,1624.0
12,12.0,1001.0,1480.0
13,13.0,1002.0,2047.0
14,14.0,1003.0,2243.0
15,15.0,1004.0,2198.0
16,16.0,1005.0,2231.0
17,17.0,1006.0,1429.0
18,18.0,1007.0,1576.0
19,19.0,1008.0,1456.0
20,20.0,1009.0,2226.0
21,21.0,1011.0,1746.0
22,22.0,1012.0,1395.0
23,23.0,1013.0,1376.0
24,24.0,1014.0,2162.0
25,25.0,1015.0,1266.0
26,26.0,1016.0,1526.0
27,27.0,1017.0,1999.0
28,28.0,1018.0,1629.0
29,29.0,1019.0,1857.0
30,30.0,1020.0,1656.0
31,31.0,1021.0,1797.0
32,32.0,1022.0,1455.0
33,33.0,1025.0,1920.0
34,34.0,1026.0,2052.0
35,35.0,1028.0,1603.0
36,36.0,1029.0,1499.0
37,37.0,1031.0,1894.0
38,38.0,1032.0,2051.0
39,39.0,1035.0,1343.0
40,40.0,1037.0,2183.0
41,41.0,1038.0,1641.0
42,42.0,1040.0,2244.0
43,43.0,1043.0,2246.0
44,44.0,1045.0,1345.0
45,45.0,1046.0,1701.0
46,46.0,1048.0,2179.0
47,47.0,1050.0,1378.0
48,48.0,1054.0,1530.0
49,49.0,1055.0,2077.0
50,50.0,1056.0,1528.0
51,51.0,1058.0,2177.0
52,52.0,1059.0,2203.0
53,53.0,1060.0,2215.0
54,54.0,1061.0,2057.0
55,55.0,1062.0,1988.0
56,56.0,1063.0,1584.0
57,57.0,1064.0,1368.0
58,58.0,1065.0,2079.0
59,59.0,1067.0,1570.0
60,60.0,1070.0,1321.0
61,61.0,1071.0,1773.0
62,62.0,1075.0,1329.0
63,63.0,1087.0,1338.0
64,64.0,1091.0,1880.0
65,65.0,1095.0,1899.0
66,66.0,1096.0,1711.0
67,67.0,1097.0,1348.0
68,68.0,1100.0,1351.0
69,69.0,1104.0,2090.0
70,70.0,1106.0,2008.0
71,71.0,1108.0,1648.0
72,72.0,1109.0,1825.0
73,73.0,1114.0,2196.0
74,74.0,1118.0,1708.0
75,75.0,1126.0,1681.0
76,76.0,1132.0,2038.0
77,77.0,1136.0,1596.0
78,78.0,1139.0,2209.0
79,79.0,1142.0,2197.0
80,80.0,1146.0,2151.0
81,81.0,1151.0,1449.0
82,82.0,1153.0,2138.0
83,83.0,1158.0,1750.0
84,84.0,1159.0,1610.0
85,85.0,1160.0,2227.0
86,86.0,1163.0,1506.0
87,87.0,1170.0,1875.0
88,88.0,1182.0,2202.0
89,89.0,1195.0,2159.0
90,90.0,1199.0,2193.0
91,91.0,1206.0,2099.0
92,92.0,1223.0,2237.0
93,93.0,1226.0,2190.0
94,94.0,1232.0,1483.0
95,95.0,1250.0,2130.0
96,96.0,1258.0,2157.0
97,97.0,1261.0,1567.0
98,98.0,1263.0,1919.0
99,99.0,1281.0,1737.0
100,100.0,1293.0,1997.0
101,101.0,1306.0,1557.0
102,102.0,1317.0,1568.0
103,103.0,1337.0,2211.0
104,104.0,1339.0,2023.0
105,105.0,1350.0,1911.0
106,106.0,1356.0,2123.0
107,107.0,1357.0,1789.0
108,108.0,1365.0,2192.0
109,109.0,1368.0,1619.0
110,110.0,1370.0,1621.0
111,111.0,1376.0,1673.0
112,112.0,1384.0,2158.0
113,113.0,1391.0,1847.0
114,114.0,1417.0,2136.0
115,115.0,1438.0,2124.0
116,116.0,1442.0,1693.0
117,117.0,1443.0,2233.0
118,118.0,1447.0,1945.0
119,119.0,1456.0,2131.0
120,120.0,1462.0,2230.0
121,121.0,1467.0,2063.0
122,122.0,1479.0,1730.0
123,123.0,1533.0,2094.0
124,124.0,1561.0,2116.0
125,125.0,1562.0,1813.0
126,126.0,1583.0,2500.0
127,127.0,1591.0,2122.0
128,128.0,1597.0,2498.0
129,129.0,1600.0,2241.0
130,130.0,1602.0,1853.0
131,131.0,1603.0,1854.0
132,132.0,1609.0,1860.0
133,133.0,1622.0,2149.0
134,134.0,1625.0,2238.0
135,135.0,1632.0,1883.0
136,136.0,1639.0,2134.0
137,137.0,1642.0,2171.0
138,138.0,1647.0,1905.0
139,139.0,1651.0,2080.0
140,140.0,1667.0,2126.0
141,141.0,1678.0,2200.0
142,142.0,1681.0,2494.0
143,143.0,1684.0,1935.0
144,144.0,1697.0,2249.0
145,145.0,1716.0,2147.0
146,146.0,1721.0,2216.0
147,147.0,1733.0,2223.0
148,148.0,1741.0,2495.0
149,149.0,1765.0,2095.0
150,150.0,1775.0,2240.0
151,151.0,1781.0,2107.0
152,152.0,1791.0,2042.0
153,153.0,1799.0,2182.0
154,154.0,1813.0,2222.0
155,155.0,1815.0,2066.0
156,156.0,1822.0,2175.0
157,157.0,1837.0,2088.0
158,158.0,1842.0,2248.0
159,159.0,1851.0,2217.0
160,160.0,1853.0,2224.0
161,161.0,1862.0,2185.0
162,162.0,1876.0,2245.0
163,163.0,1877.0,2180.0
164,164.0,1891.0,2142.0
165,165.0,1910.0,2189.0
166,166.0,1921.0,2250.0
167,167.0,1923.0,2174.0
168,168.0,1933.0,2184.0
169,169.0,1953.0,2232.0
170,170.0,1956.0,2236.0
171,171.0,1959.0,2210.0
172,172.0,1962.0,2213.0
173,173.0,1969.0,2229.0
174,174.0,1983.0,2499.0
175,175.0,1988.0,2239.0
